placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_opened_since,tracking_closed_since
zzz-222@5sb-cxd-vxq,sg:387084097971471e890d9fe2a77b3797,,,Churchill Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.185632,-87.966143,1900 North Buffalo Grove Road,Buffalo Grove,IL,60089,US,NA,,,,NA,,2019-07
zzz-222@5sb-7vn-cbk,sg:9e3956ef67c149818b806bc7f1f96fed,,,Levitt Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.0313,-88.111095,201 N Braintree Dr,Schaumburg,IL,60194,US,NA,,,,NA,,2019-07
222-222@5sb-8k7-zcq,sg:c53c226bbe404199af0da1dba7ed3a33,,,Horizon Farms,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.125824,-88.186903,311 Algonquin Rd,Barrington Hills,IL,60010,US,NA,,,,NA,,2019-07
zzz-222@5pw-6rf-68v,sg:67ad908c0b5c485d9b50f3ce8105a134,,,Forest Glen,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.977518,-87.7546,5073 W Berwyn Ave,Chicago,IL,60630,US,NA,,,,NA,,2019-07
zzz-222@5pw-2wg-dn5,sg:72eb3bec6db8429eb0fb808dc953be6e,,,Breckenridge Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.763359,-88.102826,Breckenridge Park,Lisle,IL,60532,US,NA,,,,NA,,2019-07
zzz-222@5pw-q6g-59f,sg:82dc3b8bcf7f45f38b6fea01bf7058bd,,,River Crossing Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.499974,-88.215952,River Crossing Park,Shorewood,IL,60404,US,NA,,,,NA,,2019-07
zzz-222@5pv-jtz-zmk,sg:f81a81e1a1954c6d8003997b35aa3450,,,Ewing I,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.497731,-88.969499,1001 Ethell Pkwy,Bloomington,IL,61701,US,NA,,,,NA,,2019-07
zzz-222@5pw-6fb-bc5,sg:fc3f246b92494eee8caf966d49b7a33c,,,Bosley William,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.83843,-87.653195,3044 S Bonfield St,Chicago,IL,60608,US,13127476026,,,,NA,,2019-07
zzz-222@5sb-dgd-xbk,sg:10f3ea39fe5746efa8219f5e01079952,,,David Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.455091,-87.860616,David Park,Zion,IL,60099,US,NA,,,,NA,,2019-07
zzz-222@5sb-7vd-pvz,sg:f12afdb7ea454769b2adfbc85c521888,,,Savannah Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.000418,-88.128368,1827 W Irving Park Rd,Schaumburg,IL,60193,US,NA,,,,NA,,2019-07
zzz-222@5sb-88j-4sq,sg:f5335ef273174c309ab3ba4b5c2a2f33,,,Hawthorne Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.105608,-88.04649,210 S Brockway St,Palatine,IL,60067,US,NA,,,,NA,,2019-07
zzz-222@5pw-6qh-p35,sg:5cce381b8e0a4ec49eef6367d5f17759,,,Frederick W Von Steuben Metropolitan Science Center,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.972303,-87.713069,3315 W Carmen Ave,Chicago,IL,60625,US,NA,,,,NA,,2019-07
zzz-222@5sb-8fk-33q,sg:6c2efc8d3d3f4182a53f8cd83d54054e,,,Mohawk Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.044763,-87.863901,515 S Lyman Ave,Des Plaines,IL,60016,US,NA,,,,NA,,2019-07
zzz-222@5sb-d36-fzz,sg:a5987041be924fe2afb8cbab8e0548e7,,,Lions Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.144834,-87.975049,730 Weidner Rd,Buffalo Grove,IL,60089,US,NA,,,,NA,,2019-07
zzz-222@5sb-6th-djv,sg:fc7bd0a56be34575aa75a97a2372e805,,,Olson Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.326782,-88.447411,Clay St And W Bagley St,Woodstock,IL,60098,US,NA,,,,NA,,2019-07
zzz-222@5pw-6q6-49z,sg:0fc45a1dc0e947a0bb0eb508e1ae9299,,,Twiggs Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.05675,-87.697921,Twiggs Park,Evanston,IL,60201,US,NA,,,,NA,,2019-07
zzz-222@5sb-xb3-wrk,sg:2d85d30a7c0342069650b2736873364e,,,201 N 2Nd Street,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.015947,-89.329947,201 N 2nd Street,Oregon,IL,61061,US,NA,,,,NA,,2019-07
zzz-222@5pw-2sx-xh5,sg:8774c9c391764f9b897d21f7d7cc57d0,,,Schraeder Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.698355,-88.049931,469 E Briarcliff Rd,Bolingbrook,IL,60440,US,NA,,,,NA,,2019-07
zzz-222@5pw-6st-fj9,sg:befe2f7f1d9e434fadd0373cb9e7b445,,,Elder Lane Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.098816,-87.716551,299 Sheridan Rd,Winnetka,IL,60093,US,NA,,,,NA,,2019-07
zzz-222@5q2-wvh-zxq,sg:2a1708e4cfc64f748552a8aad77c5506,,,Apollo Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.494956,-90.592463,18th Ave,Rock Island,IL,61201,US,NA,,,,NA,,2019-07
zzz-222@5pv-f3r-zxq,sg:35d8dfd401e74aa3918c0ec9c5f09577,,,O Neil Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.486237,-89.013747,1515 W Chestnut St,Bloomington,IL,61701,US,NA,,,,NA,,2019-07
zzz-222@5pv-vzj-gc5,sg:3cfe25d339d24a8da17d1987d19ba4f8,,,Blackhawk Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,39.638247,-87.707664,Cherry Point St & Blackhawk Dr,Paris,IL,61944,US,NA,,,,NA,,2019-07
zzz-222@5pj-2gp-mkz,sg:675e1c8c1c5c4685a5592c753777fbec,,,Chester Memorial Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,37.912218,-89.823743,Chester Memorial Park,Chester,IL,62233,US,NA,,,,NA,,2019-07
zzz-223@5pw-2d9-j35,sg:823729af685d46f396b1b5aded6d1be6,,,Parker Ridge Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.580368,-88.005875,Parker Ridge Park,Lockport,IL,60491,US,NA,,,,NA,,2019-07
22b-222@5pw-6fg-q4v,sg:99a3a6d4cea144be8bd1867bdeba4759,,,Chicago Park District,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.812327,-87.644978,745 W 45th St,Chicago,IL,60609,US,13127476156,,,,NA,,2019-07
zzz-222@5sb-7tt-nnq,sg:9b95706c6d2242b38612797be3e18486,,,Terada Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.025486,-88.101322,1001 W Schaumburg Rd,Schaumburg,IL,60194,US,NA,,,,NA,,2019-07
zzz-222@5pw-28k-rp9,sg:c7c16d77821d40de9d685c7266ac06f5,,,Trails Of Olympia Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.522176,-87.695895,Unknown,Olympia Fields,IL,60461,US,NA,,,,NA,,2019-07
222-222@5sb-xhs-yqf,sg:f344eae324874d0b862c1b9338768007,,,MT Morris Estates Mobile Home Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.041156,-89.407024,3747 W Il Route 64,Mount Morris,IL,61054,US,18157343478,"{ """"Mon"""": [[""""8:00"""", """"16:00""""]], """"Tue"""": [], """"Wed"""": [[""""8:00"""", """"16:00""""]], """"Thu"""": [], """"Fri"""": [[""""8:00"""", """"16:00""""]], """"Sat"""": [[""""9:00"""", """"12:00""""]], """"Sun"""": [] }",,,NA,,2019-07
zzz-222@5pw-6d9-f75,sg:1f08e91eab5e455e855c131e931d9c56,,,Jackson M,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.732931,-87.64711,Jackson M,Chicago,IL,60620,US,NA,,,,NA,,2019-07
zzz-222@5sb-7gq-ffz,sg:39bab89e831b4d03a7b6de8e63d41255,,,Lexington Woods Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.368475,-88.056154,Lexington Woods Park,Grayslake,IL,60030,US,NA,,,,NA,,2019-07
zzz-222@5pw-6d3-hnq,sg:3e55d89225f94010ae7f6d247f8f4e93,,,Wacker,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.716504,-87.64874,Wacker,Chicago,IL,60643,US,NA,,,,NA,,2019-07
zzz-222@5pt-w7k-f9f,sg:55881d3248ab499a8a37997296b9bd71,,,Cannon Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.15741,-87.627218,Davidson Dr & Jackson St,Danville,IL,61832,US,NA,,,,NA,,2019-07
zzz-222@5pw-5zs-zmk,sg:72f5673b210c4f0cb9a9fd6480df7770,,,Dusable Jean Baptiste Pointe,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.889412,-87.613091,401 N Lake Shore Dr,Chicago,IL,60611,US,NA,,,,NA,,2019-07
zzz-222@5sb-svw-t7q,sg:c77757d81ee04ba8a0ee77faf8c573ee,,,Heritage Crossing,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.844417,-89.484463,W River St,Dixon,IL,61021,US,NA,,,,NA,,2019-07
zzz-223@5pw-6rt-snq,sg:d9eaf75bcc354682adf6beaba4785d12,,,Bates Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.062482,-87.684475,Bates Park,Evanston,IL,60201,US,NA,,,,NA,,2019-07
zzz-222@5sb-dfr-m49,sg:e7267840413d425bae9395957ff96bbd,,,Hillview Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.365216,-87.992616,Hillview Dr,Gurnee,IL,60031,US,NA,,,,NA,,2019-07
zzw-222@5sb-8ft-wkz,sg:ece0261575ab463aba1db7f890b2acb9,,,Golf Maine Park District,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.051937,-87.847307,8800 W Kathy Ln,Niles,IL,60714,US,18472973000,"{ """"Mon"""": [[""""8:30"""", """"17:00""""]], """"Tue"""": [[""""8:30"""", """"17:00""""]], """"Wed"""": [[""""8:30"""", """"17:00""""]], """"Thu"""": [[""""8:30"""", """"17:00""""]], """"Fri"""": [[""""8:30"""", """"17:00""""]], """"Sat"""": [], """"Sun"""": [] }",,,NA,,2019-07
zzz-222@5pw-hrg-8d9,sg:12d8dc0ff61c4bfa927e3ddb8ad0261c,,,Peck Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.320545,-88.839908,1510 State St,Ottawa,IL,61350,US,NA,,,,NA,,2019-07
zzz-222@5pv-wr6-f75,sg:6d573b675fee4696ac5bf0e6b608ab94,,,Meadowbrook Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.079962,-88.20864,Meadowbrook Park,Urbana,IL,61802,US,NA,,,,NA,,2019-07
zzz-222@5pw-2r6-st9,sg:ae8eb72dcd994352a29627f4702a73b8,,,Almond,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.684437,-87.676628,2234 W 115th St,Chicago,IL,60643,US,NA,,,,NA,,2019-07
zzz-222@5pv-3bp-4qf,sg:eb13fdb055ac44dea70a0fdf57bf58ff,,,Snow Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.119941,-87.849987,E Oak St & Hobbie Ave,Kankakee,IL,60901,US,NA,,,,NA,,2019-07
zzz-222@5pw-6fh-9mk,sg:f5da55a142334c43858a38252082b193,,,Reyes Guadalupe,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.856533,-87.647563,827 W 19th St,Chicago,IL,60608,US,NA,,,,NA,,2019-07
zzz-222@5pv-fxw-cnq,sg:1cd71c0d76ad4cefa8e558208f4bd854,,,Faries Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,39.872008,-88.876684,2351 N. Faries Park,Decatur,IL,62526,US,NA,,,,NA,,2019-07
zzz-222@5pw-6cv-wzf,sg:38b8864dd91c4b6bae4b6d0315d4c419,,,Sherman John,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.796329,-87.657528,1307 W 52nd St,Chicago,IL,60609,US,13127476672,,,,NA,,2019-07
zzz-222@5pw-6dy-7wk,sg:9d1a2e62d46c47a0bce14cb269844433,,,Hasan Elliot,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.770085,-87.567715,6855 S Oglesby Ave,Chicago,IL,60649,US,NA,,,,NA,,2019-07
zzz-222@5sb-6zq-wp9,sg:e57be0c8e9e542aa864df1c4ac0f7f40,,,Water Tower Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.277971,-88.205681,Water Tower Park,Island Lake,IL,60042,US,NA,,,,NA,,2019-07
zzz-222@5pw-6b5-c89,sg:ef1e31ebc15b4d8e8c93e79cf211f1cb,,,Reinberg,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.942442,-87.767292,Reinberg,Chicago,IL,60634,US,NA,,,,NA,,2019-07
222-222@5sb-83w-skf,sg:6d63ac0dd68f4837827bcae72b1c50e6,zzw-222@5sb-83w-rzf,sg:48750ca56ad6483e81d11648f0dd3f93,Dupage Technology Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.90676,-88.25496,2700 International Dr,West Chicago,IL,60185,US,16305870544,,,,NA,,2019-07
zzy-222@5pk-94n-2tv,sg:a991454048184a28b1e2f43caaf5928e,,,Springfield Park Dist,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,39.802195,-89.612725,2900 Clear Lk,Springfield,IL,62701,US,NA,,,,NA,,2019-07
zzz-222@5pw-2c8-b8v,sg:e10809d698f64ff08e6901e9d91d0855,,,Cambridge Run,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.588282,-88.14599,Frontier Ln,Joliet,IL,60435,US,NA,,,,NA,,2019-07
zzz-222@5sb-8zj-zxq,sg:4d5c9469c9d44900aff36d9712bb07a4,,,Kennedy Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.325558,-89.099434,N Rockton Ave,Rockford,IL,61103,US,NA,,,,NA,,2019-07
zzz-222@5pw-6rj-fxq,sg:57760c6c9c9d4cf2b22628f97046cfb6,,,Park No 526,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.996856,-87.711361,3200 W Peterson Ave,Chicago,IL,60659,US,NA,,,,NA,,2019-07
zzz-222@5pv-mp9-z9f,sg:739af9a6c6574ac683243185c9b7b010,,,Lorentz Street,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.724321,-89.551545,Lorentz Street,Peoria,IL,61610,US,NA,,,,NA,,2019-07
zzz-222@5pw-69x-tjv,sg:b3f4fab845e04466a506fdb182ae7108,,,Riis Jacob,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.925617,-87.781318,6100 W Fullerton Ave,Chicago,IL,60639,US,13127465735,,,,NA,,2019-07
zzz-222@5pw-2vt-fpv,sg:4db3ee9e32d146d99bd15ac6ce101f83,,,62Nd and Carpenter,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.778493,-88.01037,Brookbank,Downers Grove,IL,60516,US,NA,,,,NA,,2019-07
zzw-222@5sb-wph-6hq,sg:ea4b146f3d24454c84021e40056cae07,,,Freeport Park District,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.285075,-89.614995,1440 S Carroll Ave,Freeport,IL,61032,US,18152328419,,,,NA,,2019-07
zzz-222@5sb-c3m-gzf,sg:1bd5dff47b6543a9867955a3cbf4ba93,,,Sprenger Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.47065,-88.039192,Sprenger Park,Antioch,IL,60002,US,NA,,,,NA,,2019-07
zzz-222@5sb-6yn-vpv,sg:1fce6697bb314c49a998923650a422a8,,,Osage Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.258377,-88.145039,124 Osage St,Wauconda,IL,60084,US,NA,,,,NA,,2019-07
zzz-222@5pw-27s-n5z,sg:5343ee615eee403fad3baca1b6ca5074,,,Kiwanis Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.523117,-87.81841,20251 S Pine Hill Rd,Frankfort Square,IL,60423,US,NA,,,,NA,,2019-07
zzz-222@5pv-3c2-z9f,sg:6c77374a264c48eab8619e4d0e80fe68,,,Woldran Arboretum,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.092512,-87.820732,Waldron Rd,Aroma Park,IL,60910,US,NA,,,,NA,,2019-07
zzz-222@5pj-58r-d7q,sg:95e7cd61b8a04804b2f176e440e268b8,,,Caseyville Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,38.640823,-90.025427,40 W Reynolds St,Caseyville,IL,62232,US,NA,,,,NA,,2019-07
zzz-222@5pw-2d2-6c5,sg:4f6ab3967ca04918ab75093269b9464e,,,Bonnie Brae Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.599146,-88.041415,Earl St,Lockport,IL,60441,US,NA,,,,NA,,2019-07
zzz-222@5sb-cq9-y9z,sg:6ee1566c89e0409ba95c6bfd6de8955b,,,Fort Sheridan Forest Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.221873,-87.815441,Fort Sheridan Forest Preserve,Lake Forest,IL,60035,US,NA,,,,NA,,2019-07
zzz-222@5pw-6q2-r6k,sg:c04ea695987d4387a0636248a6db0ee0,,,Leider Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.028443,-87.690872,Leider Park,Evanston,IL,60202,US,NA,,,,NA,,2019-07
zzz-222@5sb-6x2-575,sg:168db9544ce94af78dc45f9db0a3cd7a,,,Jamesway Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.216516,-88.243731,Jamesway Park,Cary,IL,60013,US,NA,,,,NA,,2019-07
zzz-222@5pw-69x-7qz,sg:40593ee8f3ec4b3e965b7b373a30a424,,,Lyon,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.933313,-87.776882,Lyon,Chicago,IL,60619,US,NA,,,,NA,,2019-07
22f-222@5pw-2n8-vfz,sg:650489cd70ed4b74832e5333c1913259,,,Lakeshore Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.718329,-87.756251,9610 W Shore Dr,Oak Lawn,IL,60453,US,NA,,,,NA,,2019-07
zzz-222@5pw-6b2-wkz,sg:768718da7e774518a4ac0cf3313a251b,,,Locke,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.931133,-87.796317,Locke,Chicago,IL,60608,US,NA,,,,NA,,2019-07
zzz-222@5sb-84g-gc5,sg:b13e091db1b4433f9aa984afc8ba8de0,,,Blackhawk Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.998411,-88.325335,1479 Blackhawk Circle,South Elgin,IL,60177,US,NA,,,,NA,,2019-07
zzz-222@5q2-wmj-s89,sg:2fde451239f048db9aacc4203c32bd66,,,Carbon Cliff Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.497683,-90.386987,State St,Carbon Cliff,IL,61239,US,NA,,,,NA,,2019-07
226-222@5pj-fgb-w8v,sg:7d51c50174744f279c64c6c9dc226952,,,Cinda's Botanical Blends,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,37.737185,-88.947299,901 N Carbon St,Marion,IL,62959,US,16189974099,"{ """"Mon"""": [], """"Tue"""": [[""""9:30"""", """"17:30""""]], """"Wed"""": [[""""9:30"""", """"17:30""""]], """"Thu"""": [[""""9:30"""", """"17:30""""]], """"Fri"""": [[""""9:30"""", """"17:30""""]], """"Sat"""": [[""""9:30"""", """"15:30""""]], """"Sun"""": [] }",,,NA,,2019-07
zzz-222@5pj-9n7-bx5,sg:9a19457639d44ce2a92a714e96a543f6,,,Chautauqua Bottoms Nature Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,37.71727,-89.245121,Chautauqua Bottoms Nature Preserve,Carbondale,IL,62901,US,NA,,,,NA,,2019-07
zzz-222@5pw-26w-n5z,sg:5455262c60c9421ca976b650bb8121f9,,,Klawitter Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.479658,-87.737468,Unknown,Richton Park,IL,60471,US,NA,,,,NA,,2019-07
zzz-222@5pw-695-xwk,sg:ff974850597e4717896b4c34d3f0977e,,,Foreman Hs,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.939291,-87.752365,Foreman Hs,Chicago,IL,60641,US,NA,,,,NA,,2019-07
zzz-222@5pw-qyc-vs5,sg:37f991ae49614c0db639232b3350ed3f,,,Blackstone Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.543427,-89.114012,5th Ave & 3rd St,Mendota,IL,61342,US,NA,,,,NA,,2019-07
